hostname,st_teff,st_lum,st_mass,st_rad,st_logg,st_met,st_age,sy_dist_log,sy_pm,sy_snum,sy_gaiamag,st_spectype_group,sy_pnum,hz_pnum,has_hz_planet,st_logg_filled
TOI-4201,3794.0,-1.11919,0.61,0.63,4.64,0.52,1.4,2.2764870798361336,13.2611977,1,14.5001,M,1,0,0,False
TOI-654,3424.0,-1.64438,0.422643,0.427953,4.80125,,,1.7615918440644178,283.9865808,1,13.4339,,1,0,0,False
HD 18438,3860.0,2.96802,1.84,88.475,0.9,-0.4,5.5,2.350530993063832,36.8946366,1,4.73199,M,1,0,0,False
TOI-1695,3650.0,-1.36552,0.54,0.53,4.72,0.0,,1.6544739943031366,82.3411213,1,12.1364,,1,0,0,False
TOI-4329,6000.0,0.7927188112861505,1.538,2.31,3.9,0.29,2.39,2.855596679701682,4.4404111,1,12.4747,,1,0,0,False
TOI-1452,3185.0,-2.1549,0.249,0.275,4.95,-0.07,,1.4846016047459187,74.3267703,2,13.6233,M,1,1,1,False
TYC 2187-512-1,3734.0,-1.38091,0.498,0.495,4.68,0.08,,1.1896138188074485,160.4380043,1,9.77026,M,1,0,0,False
TOI-3331 A,5609.0,-0.09313,1.016,0.952,4.487,0.148,2.1,2.3368458240919363,16.9479367,2,11.8314,,1,0,0,False
TOI-1516,6520.0,0.32368993556791337,1.14,1.14,4.25,-0.05,4.82,2.3927918898541116,16.2769326,1,10.7156,F,1,0,0,False
TOI-5293 A,3586.0,-1.3966623218584582,0.54,0.52,4.77,-0.03,2.9,2.2101284911464707,16.7849204,2,14.9816,M,1,0,0,False
TOI-3693,5321.0,-0.3439,0.867,0.791,4.581,0.071,3.0,2.246587203279917,22.4318545,1,11.9579,,1,0,0,False
TOI-4791,6058.0,0.38021,1.242,1.409,4.234,0.207,3.3,2.5169344505539075,15.5485254,1,11.3152,,1,0,0,False
HD 88986,5861.0,0.4015085876200593,1.25,1.543,4.16,0.06,7.9,1.522017554620424,115.9235213,1,6.30259,G,1,0,0,False
TOI-3894,6000.0,0.41896,1.138,1.502,4.143,0.021,5.7,2.62051602655935,12.3642799,1,11.6943,,1,0,0,False
TOI-3912,5725.0,0.27323,1.088,1.392,4.188,0.187,7.5,2.668378460926742,7.7623459,1,12.3073,,1,0,0,False
TOI-4087,6060.0,0.17609,1.178,1.112,4.416,0.237,0.8,2.4795407610130358,19.6850913,1,11.7064,,1,0,0,False
NGTS-30,5427.85,-0.18738,0.946,0.911394,4.49455,0.0162,,2.3772643498309685,54.8914865,1,12.1755,,1,0,0,False
TOI-6016,6110.0,0.4609,1.31,1.51,4.19,0.28,0.3,2.561953625346313,7.9200627,1,11.9184,F,1,0,0,False
TOI-5108,5808.0,0.23017570133393464,1.1,1.29,4.26,0.2,5.8,2.117002679372443,82.0561052,1,9.608,,1,0,0,False
TOI-6038 A,6110.0,0.53275,1.291,1.648,4.118,0.124,3.65,2.253209539857113,41.3195176,2,9.72957,,1,0,0,False
TOI-1295,6280.0,0.58659,1.38,1.7,4.1,0.26,2.0,2.5890857359551003,11.2239521,1,11.1307,F,1,0,0,False
TOI-3976 A,5975.0,0.41296,1.254,1.501,4.183,0.182,3.8,2.712722919524569,22.2300592,2,12.2192,,1,0,0,False
TOI-4137,6202.0,0.43933,1.313,1.438,4.24,0.182,2.1,2.525035732131963,20.0749105,1,11.2468,,1,0,0,False
TOI-4145 A,5281.0,-0.28735,0.905,0.859,4.526,0.168,4.7,2.3125729513988555,17.8421769,2,12.0572,,1,0,0,False
TOI-3071,6177.0,0.3505428466295912,1.29,1.31,4.37,0.35,0.95,2.685937798446798,6.0447025,1,12.2766,,1,0,0,False
TOI-3235,3388.8,-1.78968,0.3939,0.3697,4.8976,0.264,,1.8621969957748432,182.0081084,1,14.4858,M,1,0,0,False
NGTS-21,4660.0,-0.5045695807855765,0.72,0.86,4.63,-0.26,10.02,2.7729748578673057,15.4860419,1,15.224,K,1,0,0,False
NGTS-23,6057.0,0.2833,1.01,1.24,4.04,-0.26,6.39,3.0313882640385037,12.3360162,1,13.9535,F,1,0,0,False
NGTS-26,5550.0,0.10106,0.96,1.16,4.1,0.2,11.5,3.0388942412224473,14.2157228,1,14.7261,,1,0,0,False
TOI-2145,6200.0,1.00664,1.7169,2.7505,3.789,0.285,1.6,2.3516629843030903,7.2916791,1,8.93651,,1,0,0,False
TOI-2842,5910.0,0.24551,1.135,1.265,4.288,0.233,4.7,2.6636962150118055,5.1823736,1,12.4636,,1,0,0,False
TOI-2977,5691.0,0.03703,0.936,1.073,4.35,0.013,9.8,,,1,12.4443,,1,0,0,False
TOI-3819,5859.0,0.39967,1.242,1.538,4.156,0.273,4.5,2.7467439261535382,23.577911,1,12.413,,1,0,0,False
HD 156098,6419.19,1.06554,1.29,2.75716,3.66773,0.12,,1.6834883166646315,112.595783,1,5.41159,,2,1,1,False
HD 93351,5408.0,-0.19371,0.94,0.911435,4.49174,-0.23,,1.749450297993681,167.5572061,1,8.94652,,2,0,0,False
HD 203387,5174.32,1.8577011208773597,,10.5852,,0.05,,1.7906207854796967,31.0631135,1,4.05534,,2,0,0,False
HD 144899,6126.0,0.53733,1.16,1.64802,4.0686,,,2.063201962180565,131.0753033,1,8.81343,,1,0,0,False
HD 12235,5986.0,0.57468,1.1,1.80185,3.96802,0.31,,1.5019174126864594,345.2121908,1,5.74089,,2,0,0,False
BD-210397,4051.0,-0.86967,0.679,0.747,4.67,0.12,6.2,1.3753416595848829,379.6005102,1,9.25962,K,2,0,0,False
HD 307842,5558.0,-0.15222140614710972,0.91,0.907,4.48,-0.13,,1.8102305011429618,154.9520584,1,9.23501,G,1,0,0,False
HS Psc,4203.0,-0.91364,0.69,0.65,4.66,-0.05,0.133,1.5758849284493717,174.0383202,1,10.2865,K,1,0,0,False
TOI-3023,5760.0,0.44404,1.12,1.668,4.048,0.085,7.0,2.590971056601528,71.4782574,1,12.0336,,1,0,0,False
L 363-38,3129.0,-1.88606,0.21,0.274,4.97,,8.07,1.0098544066791442,760.126108,1,11.5607,,1,0,0,False
TOI-1408,6117.0,0.47129,1.312,1.53,4.1,0.25,2.7,2.1445243931993416,31.0888195,1,9.18795,F,2,0,0,False
TOI-2018,4218.89,-0.95622,0.66,0.622512,4.66932,-0.812,,1.4470897797037223,419.9165551,1,9.71999,,1,0,0,False
TOI-1437,5986.0,0.26435,1.012,1.2589,4.241,-0.159,6.7,2.0140877087184106,22.8622096,1,9.07928,,1,0,0,False
HIP 99770,7918.0,1.1247,1.9,1.93986,4.14128,,,1.6028897862858578,98.1830486,1,4.9147,,1,0,0,False
HD 13724,5835.31,0.05467,1.05,1.04198,4.42354,0.2169,,1.6381396839611964,75.4967351,1,7.73003,,1,0,0,False
HD 127506,4595.32,-0.66256,0.73,0.735766,4.56791,-0.08,,1.3527207096590805,522.2339597,1,8.33201,,1,0,0,False
HD 122562,4956.0,0.4048402114767703,,2.16627,,,,1.726342447652181,129.0805753,1,7.4131,,1,0,0,False
HD 73583,4582.0,-0.74425,0.702,0.677,4.623,-0.055,0.78,1.499227807082047,74.5013693,1,9.27033,K,2,0,0,False
Wolf 1069,3158.0,-2.53106,0.167,0.1813,4.93,0.07,,0.9815200686479447,602.4955655,1,12.3653,M,1,1,1,False
TIC 4672985,5757.0,0.11394,1.01,1.15,4.32,0.14,7.71,2.4037809017469236,51.3548355,1,11.4442,,1,0,0,False
GJ 896 A,3345.0,-1.75523,0.385464,0.394682,4.83156,,,0.7965895956876112,580.6759005,2,9.03758,,1,0,0,False
TOI-206,3383.0,-1.83581,0.336144,0.351676,4.87231,,,1.6789415416496642,153.4751021,1,13.6662,,1,0,0,False
TOI-3364,5706.0,0.28556,1.186,1.419,4.209,0.387,5.4,2.443886984002045,30.0077372,1,11.2945,,1,0,0,False
HD 75302,5697.46,-0.07549,1.01,0.940904,4.4953,0.0857,,1.4818552272019192,160.0722578,1,7.283,,1,0,0,False
NGC 2682 Sand 1429,5991.97,0.73989,1.1,2.175,3.80454,-0.0491,,2.930843626867945,11.1669271,1,12.5858,,1,0,0,False
TOI-2498,5905.0,0.23851054800054775,1.12,1.26,4.297,0.167,3.6,2.439750994273146,20.1019329,1,11.2677,,1,0,0,False
TOI-2497,7360.0,1.16732,1.859,2.36,3.962,0.094,1.0,2.455285026717018,30.0354744,1,9.47244,,1,0,0,False
TOI-908,5500.0,-0.03953,0.96,1.05236,4.37601,0.0,,2.244890391479025,5.8472927,1,11.1061,,1,0,0,False
TOI-244,3433.0,-1.64264,0.428,0.426,4.66,-0.39,7.0,1.3430874319967665,161.7031424,1,11.553,M,1,0,0,False
HD 140901,5627.0,-0.06,0.99,0.95,4.51,0.1,4.16,1.18334957567808,467.152936,1,5.83135,G,2,0,0,False
TOI-544,4169.0,-0.9780064762091839,0.631,0.623,4.68,-0.17,9.0,1.6140171949393571,85.3268417,1,10.4143,,2,0,0,False
HD 110067,5266.0,-0.3681342959734046,0.798,0.788,4.54,-0.2,8.1,1.5072957833315277,132.8761492,3,8.17208,K,6,0,0,False
TOI-2136,3342.0,-1.88606,0.34,0.34,4.91,0.03,4.6,1.5232663971918483,180.5499186,1,12.9643,M,1,0,0,False
TOI-1442,3328.0,-1.97722,0.286682,0.308799,4.91612,,,1.6145376147253356,470.0322408,1,13.7652,,1,0,0,False
TOI-622,6400.0,0.47407,1.313,1.415,4.2,0.09,0.9,2.0909525096914647,18.1777454,1,8.89103,F,1,0,0,False
Gliese 12,3253.0,-2.13077,0.241,0.269,4.96,-0.29,7.0,1.0867156639448825,700.2704562,1,11.3963,M,1,1,1,False
TOI-1107,6311.0,0.67117,1.35,1.81,4.05,-0.1,2.6,2.449191345999012,9.5162534,1,10.3745,F,1,0,0,False
TOI-4127,6096.0,0.31639,1.23,1.293,4.26,0.14,4.8,2.504650252268132,4.6317819,1,11.4122,F,1,0,0,False
NGTS-20,5980.0,0.5605345905387188,1.47,1.78,3.8,0.15,4.1,2.5830830978931765,19.8744519,1,11.0313,G,1,0,0,False
TOI-1439,5841.0,0.44091,1.2313,1.6184,4.106,0.226,4.6,2.3623052524798545,20.6262502,1,10.4168,,1,0,0,False
HD 15906,4757.0,-0.56864,0.79,0.762,4.49,0.02,,1.6586037329091212,196.0284571,1,9.47728,K,2,0,0,False
HD 222237,4723.0,-0.62,0.74,0.72,4.63,-0.29,8.8,1.0586878888437001,750.6775437,1,6.73988,K,1,0,0,False
TOI-5153,6300.0,0.4425081191380901,1.24,1.4,4.3,0.12,5.4,2.5916032434525778,35.6389876,1,11.5779,F,1,0,0,False
KIC 3526061,4829.0,1.21484,1.42,5.86,3.09,0.12,,2.6033923153872904,10.2840113,1,9.99106,,1,0,0,False
HD 184010,4971.0,1.11694,1.35,4.86,3.18,-0.17,2.76,1.7838985791430082,27.4168308,1,5.64508,K,3,0,0,False
TOI-7041,4700.0,0.88081,1.07,4.1,3.244,0.25,10.3,2.6429786420764865,2.7099671,1,10.908,,1,0,0,False
TOI-4364,3528.0,-1.51215,0.487,0.4684,4.785,0.148,0.71,1.6431189311564873,77.7989394,1,12.5548,M,1,0,0,False
TOI-5143,5183.0,-0.32790612514118767,0.864,0.852,4.514,0.107,7.4,2.258589397561461,49.2602502,1,11.8113,K,1,0,0,False
TOI-2081,3800.0,-1.33847,0.54,0.534,4.5,-0.5,,1.7947988428704702,116.4099129,1,12.6594,M,1,0,0,False
mu2 Sco,21700.0,3.7951048393738063,9.1,5.6,3.8,,0.02,,26.2967679,1,3.53617,B,1,1,1,False
TOI-2193 A,5966.0,0.25018,1.082,1.248,4.278,0.027,5.5,2.5277123703309905,2.5094122,2,11.8135,,1,0,0,False
MWC 758,7314.0,1.01963,1.655,2.01446,4.04855,,,2.2028614211382043,26.99064,1,8.19951,,1,0,0,False
TOI-2669,4800.0,0.9034225129091072,1.19,4.1,3.29,0.1,5.9,2.594881822899518,21.7382749,1,10.6019,,1,0,0,False
TOI-1696,3168.0,-2.12494,0.27,0.287,4.96,0.19,7.1,1.8123597796265656,23.1297321,1,15.3314,,1,0,0,False
TOI-1468,3496.0,-1.79724,0.339,0.344,5.0,-0.04,,1.3933979398551082,226.5243185,1,12.1172,M,2,0,0,False
TOI-2236,6248.0,0.53275,1.343,1.573,4.172,0.119,2.52,2.5509495391207713,8.5802806,1,11.2905,,1,0,0,False
TOI-262,5302.58,-0.28987,0.91,0.848675,4.53963,0.2637,,1.642780974929156,297.5639612,1,8.66859,,1,0,0,False
HIP 21152,6596.11,0.63565,1.38,1.59186,4.17414,0.01,,1.6375627729023032,112.7599195,2,6.25568,,1,0,0,False
CoRoT-36,6730.0,0.62863728275274,1.32,1.52,4.16,-0.1,2.1,2.966591288213348,4.0987041,1,12.9515,F,1,0,0,False
HD 154391,4909.0,1.58115,2.07,8.56,2.89,0.1,1.1,2.0040934168625664,59.143643,1,5.89921,K,1,1,1,False
TOI-2046,6250.0,0.3019806599764883,1.13,1.21,4.3,-0.06,0.45,2.4619005207784053,11.779633,1,11.4128,F,1,0,0,False
HD 112570,4750.0,1.6466,1.15,9.85,2.51,-0.4,5.45,2.0050345787745605,53.7290734,1,5.82375,K,1,0,0,False
GJ 463,3487.0,-1.52293,0.472351,0.474552,4.75976,,,1.2637638530677322,769.8655567,1,10.5462,,1,0,0,False
TOI-1811,4766.0,-0.56019,0.817,0.769,4.579,0.306,5.9,2.107989642267512,47.1203159,1,11.7574,,1,0,0,False
TOI-2152,6630.0,0.65321,1.516,1.612,4.205,0.282,0.83,2.4814512283078893,29.9915969,3,11.2407,F,1,0,0,False
CoRoT-35,6390.0,0.6098611710287006,1.01,1.65,4.01,-0.5,6.1,3.0504609613504434,5.7929122,1,15.2625,F,1,0,0,False
TOI-2445,3333.0,-2.08408,0.245288,0.272233,4.95786,,,1.6864753896598228,62.061506,1,14.3977,,1,0,0,False
TOI-2337,4780.0,0.6863131798074247,1.325,3.22,3.5,0.39,4.9,2.7292020596348805,14.2678007,1,11.8752,,1,0,0,False
TOI-2154,6280.0,0.43457,1.233,1.396,4.239,0.011,2.9,2.4719661042730605,18.6508451,1,11.0359,,1,0,0,False
HD 109833,5881.0,0.07188,1.08,1.0,4.45,-0.07,0.027,1.9006734849854017,50.8254842,1,9.13657,,2,0,0,False
TOI-2180,5695.0,0.40552,1.111,1.636,4.057,0.253,8.1,2.0670150305446953,41.5619434,1,9.01133,G,1,0,0,False
HD 73256,5570.0,-0.16115,1.05,0.89,4.66,0.29,0.83,1.5647607230323035,193.9823698,1,7.85676,G,1,0,0,False
TOI-771,3201.0,-2.25964,0.22,0.242,5.014,0.12,6.7,1.402756453876652,86.0053774,1,13.3671,,1,0,0,False
TOI-2068,3710.0,-1.31069,0.559,0.535,4.729,0.27,7.0,1.7237248675863288,197.9770221,1,12.221,,1,0,0,False
TOI-139,4570.0,-0.7163811147661607,0.69,0.7007,4.705,-0.238,,1.6274283331444,40.1736294,1,10.0772,,1,0,0,False
TOI-615,6850.0,0.7679,1.449,1.732,4.2,-0.1,1.7,2.5567944224770995,30.8606358,1,10.5775,F,1,0,0,False
HD 19615,4263.0,2.51455,1.1,32.3,1.4,-0.31,6.7,2.4234998209772507,30.8557291,1,6.02012,K,1,0,0,False
HD 174205,4308.0,2.3784,1.8,26.6,1.8,-0.28,1.7,2.3692659654211097,7.533829,1,5.89765,K,1,0,0,False
TOI-1075,3921.0,-1.14436,0.571742,0.580337,4.66791,,,1.788586902847682,116.3677266,1,12.0544,,1,0,0,False
TOI-1269,5499.0,-0.21968,0.9027,0.8521,4.531,-0.049,3.1,2.2358767527715635,115.040116,1,11.4712,,1,0,0,False
TOI-4379,6020.0,0.63749,1.372,1.976,3.929,0.16,4.51,2.8096660869222028,20.4334598,1,12.4083,,1,0,0,False
TOI-3540 A,5810.0,0.19005,1.081,1.228,4.293,0.176,6.0,,8.8177816,2,11.4036,,1,0,0,False
HD 42813,5289.0,-0.1549,0.89,0.98,4.39,0.24,11.7,1.833733428034108,180.9809707,1,9.27468,,3,0,0,False
HD 150010,4153.0,1.98227,1.3,16.2,2.1,-0.25,4.9,2.1598377910711073,67.8247058,1,5.86642,K,1,0,0,False
AB Aur,7920.0,1.49185,1.898,2.95887,3.77411,,,2.2098553465854676,24.429161,1,7.07854,,1,0,0,False
TOI-880,4935.0,-0.44771,0.81,0.816999,4.52211,,,1.7829589622393107,23.2573208,1,9.83708,,1,0,0,False
K2-379,4534.0,-0.6327,0.714,0.782239,4.50509,,,2.2605650576148952,42.9391174,1,12.8995,,1,0,0,False
TOI-1221,5592.0,-0.030324168515179512,0.93,1.031,4.38,0.06,10.0,2.141170606374092,39.5103311,1,10.5262,,1,0,0,False
TOI-470,5190.0,-0.34723867107065925,0.87,0.831,4.54,0.1,1.4,2.1154773741864688,85.1436416,1,11.2461,G,1,0,0,False
TOI-480,6174.0,0.46195,1.2793,1.4877,4.194,0.164,2.7,1.7366402762537674,99.9640238,1,7.1442,,1,0,0,False
HD 18599,5145.0,-0.42946,0.863,0.767,4.54,0.0,0.4,1.58619671409444,62.4931382,2,8.73117,K,1,0,0,False
TOI-1450 A,3407.0,-1.56499,0.471371,0.473603,4.7606,,,1.3511525022598792,175.4191556,2,11.2394,,2,0,0,False
TOI-3568,4969.0,0.33,0.78,0.719,4.63,-0.01,6.1,2.2964589610956887,27.4566934,1,12.7,,1,0,0,False
HIP 55507,4171.0,-0.8453,0.65,0.723643,4.53193,,,1.406357908819143,239.2054424,1,9.26803,,1,0,0,False
TOI-3714,3652.0,-1.40671,0.522,0.4958,4.7638,0.39,12.5,2.051962449783047,73.4551859,2,14.3107,,1,0,0,False
HD 149806,5359.0,-0.222,0.91,0.89,4.51,0.21,8.36,1.3069115936368765,121.9984087,1,6.86807,K,1,0,0,False
HD 135872,4992.0,0.9348572390568302,,3.93038,,0.09,,1.9160594827114217,82.0683818,1,7.02764,,1,1,1,False
HD 88072,5785.33,0.03137,1.04,1.032,4.42774,0.0426,,1.5552129863252304,203.0563384,1,7.37665,,1,0,0,False
GJ 9714,4263.0,-0.88386,0.67,0.662662,4.62156,,,1.3120101251038525,274.8058078,1,8.8377,,1,0,0,False
HD 167768,4851.0,1.66932,1.08,9.7,2.5,-0.67,5.31,2.0302514992164364,274.627813,1,5.7545,G,1,0,0,False
HD 217958,5930.64,0.29231,1.08,1.32619,4.22628,0.2865,,1.7909582561366526,174.5792456,1,7.89501,,1,0,0,False
HD 86065,4927.56,-0.4902,0.81,0.780347,4.56198,-0.0202,,1.6060167917611157,343.7497904,1,9.06059,,1,0,0,False
HIP 35965,4836.0,-0.62021,0.78,0.697551,4.64301,,,1.700424190718694,433.4471211,1,9.88264,,1,0,0,False
AF Lep,6496.0,0.29,1.27,1.22,4.37,0.29,0.4,1.4290477966827277,52.1820484,1,6.18644,F,1,0,0,False
HD 109988,5185.97,-0.30725,0.88,0.869694,4.50382,0.14,,1.6286739380648565,77.7076374,1,8.6605,,1,0,0,False
HD 56957,5743.0,0.49108,1.03,1.77793,3.95107,,,1.788822149804023,124.8321356,1,7.39841,,1,0,0,False
TOI-2338,5581.0,-0.01323,0.99,1.05,4.4,0.22,7.0,2.496924115624194,42.0569765,1,12.1856,,1,0,0,False
PZ Tel,5169.0,0.00662,0.88,1.25646,4.18425,,,1.6726962175108,86.8072294,1,8.09894,,1,0,0,False
HD 103891,6072.0,0.78604,1.28,2.22,3.79,-0.19,3.68,1.7444596263267829,110.3621269,1,6.436,F,1,1,1,False
HIP 948,4497.0,-0.75782,0.71,0.688488,4.61353,,,1.5422314436778821,749.1131121,1,9.55771,,1,0,0,False
HD 69123,4842.0,1.46997,1.68,7.72,2.86,0.05,,1.875732453270568,51.1941186,1,5.49555,K,1,0,0,False
HD 11505,5757.15,0.15075,1.03,1.19568,4.29568,-0.2203,,1.5907070020722356,395.1420131,1,7.25765,,1,0,0,False
HD 80913,6013.24,0.50831,1.11,1.6542,4.04621,-0.68,,1.7878874742790287,82.7319773,1,7.33567,,1,0,0,False
HD 105779,5792.0,-0.10791,0.89,0.94,4.36,-0.25,7.54,1.7422623179727355,240.3320922,1,8.49018,G,1,0,0,False
Kepler-619,5807.76,-0.04002,1.04,0.943241,4.50586,0.047,,2.954569554777409,8.1141554,1,14.6704,,3,0,0,False
Ross 508,3071.0,-2.44503,0.1774,0.2113,5.039,-0.2,,1.0496172349501227,1318.4060832,1,12.2066,M,1,0,0,False
Kepler-1181,6495.28,0.47243,1.33,1.36041,4.29458,-0.219,,2.972395866689866,8.5415652,1,13.4553,,2,0,0,False
Kepler-1996,4528.0,-0.8331152979470047,0.651,0.624,4.663,-0.3,,2.6440060492503936,17.7067528,1,14.8656,,2,1,1,False
Kepler-975,4783.72,-0.51184,0.77,0.807611,4.51015,0.3807,,2.6294993032519227,8.9710013,1,14.4518,,2,0,0,False
Kepler-1513,5491.0,-0.12901,0.943,0.95,4.46,0.17,7.0,2.5431326842520994,20.4696982,1,12.9559,G,2,1,1,False
Kepler-1982,6597.0,0.577231073195088,1.306,1.491,4.207,0.0,,2.7472991408585368,18.173806,1,12.6166,,1,0,0,False
Kepler-784,5674.0,0.20959503821832112,1.0,1.32,4.19,0.07,9.12,3.1151843279662383,2.8172,1,13.2634,,2,0,0,False
Kepler-1985,5485.0,-0.17614722703616678,0.923,0.906,4.49,0.1,,,,1,15.7053,,1,0,0,False
KOI-4978,5546.0,-0.19916909763492205,0.967,0.863,4.553404882652583,0.18,1.48,2.9714340404563515,1.6819067,1,15.2477,,1,0,0,True
Kepler-896,5328.0,0.48148,0.92,2.04297,3.78133,0.17,,3.368273865172184,9.5004565,1,15.4307,,2,0,0,False
Kepler-1994,5337.39,-0.04165,0.921,1.11473,4.30799,0.258,,2.383799214232413,2.8275236,1,11.8227,,1,0,0,False
Gaia-1,5370.0,-0.1588,0.93,0.962287,4.43994,,,2.5606955343936537,41.1104394,1,12.9988,,1,0,0,False
K2-404,3748.0,-1.2680336657113522,0.552,0.552,4.695,0.005,,2.085040706742194,31.7989918,1,13.8429,,1,0,0,False
K2-392,5726.0,0.03326656010794055,0.841,1.058,4.314,-0.238,,2.6095784029911266,28.8997693,1,12.6795,G,1,0,0,False
K2-365,5568.0,-0.01377,0.982,1.05771,4.38144,,,2.272356880284662,23.5162843,1,11.5285,,1,0,0,False
K2-369,5682.0,-0.13915341566094855,0.735,0.881,4.418,-0.234,,2.268460958684802,37.4561629,1,11.3732,,1,0,0,False
K2-385,4844.0,-0.5435242986075083,0.927,0.761,4.64,-0.224,,2.6240953400070737,69.7779236,1,14.3355,,1,0,0,False
K2-396,5236.0,-0.24353594382672916,0.954,0.92,4.488,0.237,,2.4391178623419556,39.7230437,1,12.9345,,2,0,0,False
Kepler-1052,5720.0,-0.04685,1.02,0.964799,4.47779,0.03,,2.9747161268509577,4.5678627,1,14.8614,,2,1,1,False
Kepler-1992,5373.47,-0.00858,0.93,1.1425,4.29084,-0.1236,,2.726690540965168,12.8174719,1,13.554,,1,0,0,False
K2-394,4938.0,-0.6728470891607902,0.478,0.631,4.515,-0.388,,1.9912934304296597,45.280104,1,12.2095,,1,0,0,False
K2-374,5786.59,-0.05943,1.04,0.929164,4.51892,-0.303,,2.555625197330223,15.5744596,1,12.6473,,2,0,0,False
K2-378,4854.0,-0.56665,0.79,0.736421,4.60144,,,2.8375713943676257,31.2840403,1,15.5122,,1,0,0,False
HD 22532,5038.0,1.27416,1.57,5.69,3.09,-0.19,,2.2073192347673216,62.9686486,1,7.6043,G,1,0,0,False
HD 64121,5078.0,1.24797,1.64,5.44,3.19,-0.21,,2.1138297527402097,75.3078168,1,7.17872,G,1,0,0,False
K2-398,5945.82,0.25966,1.09,1.27074,4.26738,-0.257,,2.783182967222291,22.935317,1,13.0091,,2,0,0,False
K2-400,3578.0,-1.6684220792838784,0.374,0.382,4.847,-0.051,,1.7950481552437572,76.7375222,1,13.9899,M,1,0,0,False
GJ 514,3728.0,-1.36653,0.51,0.5,4.76,-0.14,0.8,0.8818284261661373,1557.0796558,1,8.20621,M,1,1,1,False
K2-419 A,3711.0,-1.27654,0.562,0.541,4.74,-0.11,7.4,2.4292434215538723,76.6689623,2,15.7336,,1,0,0,False
K2-406,5666.0,-0.05965,1.01,0.968886,4.46984,,,1.931331225379753,36.4306736,1,9.49379,,1,0,0,False
K2-386,5791.58,-0.01919,1.04,0.971543,4.48018,0.067,,2.632239584214628,11.8878037,1,12.9931,,1,0,0,False
K2-402,5836.0,0.2095,1.05,1.245,4.26892,,,2.7185473579698103,18.5983516,1,12.836,,1,0,0,False
K2-415,3173.0,-2.45469,0.1635,0.1965,5.066,-0.13,,1.3388189184652985,497.3173169,1,13.7957,M,1,0,0,False
K2-405,4927.0,-0.5094570306258409,1.034,0.765,4.685,0.132,,2.294981782509852,43.0283854,1,12.5911,K,1,0,0,False
K2-417,3795.0,-1.20679,0.568518,0.576546,4.67114,,,1.9733237039647733,196.5622902,1,13.1533,,1,0,0,False
Kepler-2001,5013.0,-0.5690211501059868,0.764,0.69,4.64,,4.0,2.8901694240375373,7.9013307,1,15.7733,,2,0,0,False
Kepler-1993,5159.0,0.775162334185005,1.373,3.062,3.604,-0.04,,3.013641821120821,1.3762709,1,13.2589,,1,0,0,False
Kepler-1995,4883.0,-0.5586076242212209,0.82,0.736,4.620058223708719,0.2,2.04,2.774758497667506,3.9912629,1,15.1988,,1,0,0,True
HD 169142,7246.0,0.76845,1.63,1.53702,4.27689,,,2.055378331375,37.8669429,1,8.05449,,1,0,0,False
Kepler-1471,5499.89,-0.19895,0.96,0.875927,4.5354,-0.205,,2.9906398257910216,4.1356698,1,15.246,,2,0,0,False
Kepler-1999,4403.0,-0.8775803265331767,0.632,0.627,4.643,-0.24,,2.8458759708270245,12.4953915,1,16.319,,1,0,0,False
Kepler-879,5792.0,0.02140440624748441,1.02,1.02,4.42,0.05,4.27,2.904538113534158,9.174093,1,14.2377,,2,0,0,False
Kepler-1978,5251.0,-0.3841828829051069,0.869,0.778,4.592,-0.04,,2.937273093583631,5.0689827,1,15.3665,,1,0,0,False
Kepler-1984,3638.0,-1.5571607903270526,0.45,0.42,4.844,-0.14,,,11.7371432,1,15.8683,,1,0,0,False
Kepler-865,5570.0,-0.1361137146466864,0.93,0.92,4.49,-0.01,4.27,2.7679991371615946,36.8192116,1,14.5036,,2,0,0,False
KOI-2513,5900.0,0.19466038863111373,0.91,1.2,4.3,-0.37,8.0,3.1366793547757537,6.3620088,1,14.809,,1,0,0,False
Kepler-1986,5293.51,-0.41148,0.91,0.740332,4.65826,-0.318,,2.960035313449903,8.9247657,1,15.718,,1,0,0,False
Kepler-1997,6197.0,0.15149653415187564,1.096,1.035,4.449,-0.08,,3.17676823054687,8.5213899,1,15.4636,,1,0,0,False
Kepler-1980,5853.0,-0.13943986882384282,0.902,0.83,4.555,-0.36,,3.2328436996231207,5.7098449,1,15.5691,,1,0,0,False
Barnard's star,3195.0,-2.44977,0.162,0.185,4.9,-0.56,,0.2616315650926291,10393.5508325,1,8.19511,M,4,0,0,False
GJ 3998,3726.0,-1.358,0.52,0.5,4.75,-0.13,8.38,1.2587785132001463,373.4729173,1,9.98337,,3,1,1,False
Kepler-1981,5883.45,0.24356,1.07,1.274,4.25712,-0.1959,,2.8191456496912073,3.4360216,1,13.3811,,1,0,0,False
Kepler-1660 A,6305.24,0.70247,1.24,1.88142,3.98252,-0.36,,3.0750138023763163,2.7811979,2,13.4394,,1,0,0,False
Kepler-1489,5655.0,-0.12889469410816645,0.93,0.9,4.51,-0.13,4.07,3.108243581005468,3.5999514,1,14.8084,,2,0,0,False
Kepler-1162,5390.0,-0.2721965171619945,0.89,0.84,4.54,-0.03,4.37,2.973225327910897,27.844152,1,15.4855,,2,0,0,False
Kepler-1977,4606.75,-0.69414,0.73,0.705982,4.6038,-0.2463,,2.7728429872946463,14.8026416,1,15.654,,1,0,0,False
